item_number,item_description,category,state_bottle_cost,state_bottle_retail,bottle_volume_ml
36531,Figenza Mediterranean Vodka,1032200,22.5,33.75,750
34449,Ketel One Citroen,1032200,11.33,17.0,750
35453,Svedka Cherry DISCO,1032200,8.75,13.13,750
22155,Wild Turkey 101 Round,1011200,6.5,9.75,375
22151,Wild Turkey 101 Mini,1011200,12.45,18.68,50
19096,Jim Beam PET,1011200,10.5,15.75,750
27780,Jim Beam Apple Mini,1011200,5.4,8.1,50
19064,Jim Beam,1011200,5.5,8.25,375
19063,Jim Beam,1011200,3.5,5.25,200
17206,Cedar Ridge Bourbon,1011200,18.1,27.15,750
17086,Bulleit Bourbon,1011200,16.5,24.75,750
19061,Jim Beam Mini,1011200,5.4,8.1,50
22156,Wild Turkey 101,1011200,14.0,21.0,750
19477,Makers Mark,1011200,22.04,33.06,1000
28279,Jim Beam Peach,1011200,10.5,15.75,750
19066,Jim Beam,1011200,10.5,15.75,750
21598,Ten High,1011200,9.24,13.86,1750
19068,Jim Beam,1011200,21.0,31.5,1750
28275,Jim Beam Peach Mini,1011200,5.4,8.1,50
27408,Jim Beam Honey Mini,1011200,5.4,8.1,50
17916,Elijah Craig,1011200,15.0,22.5,750
27479,Cody Road Bourbon,1011200,19.17,28.76,750
19021,Jim Beam Black Mini,1011200,7.3,10.95,50
19226,Knob Creek,1011200,20.0,30.0,750
19062,Jim Beam,1011200,1.25,1.88,100
28039,Jim Beam Vanilla Mini,1011200,5.4,8.1,50
27781,Jim Beam Apple,1011200,1.25,1.88,100
27783,Jim Beam Apple,1011200,10.5,15.75,750
28276,Jim Beam Peach,1011200,1.25,1.88,100
19067,Jim Beam,1011200,12.59,18.89,1000
19476,Makers Mark,1011200,17.5,26.25,750
17958,Evan Williams Black,1011200,15.5,23.25,1750
20247,Old Crow,1011200,5.0,7.5,1000
22158,Wild Turkey 101,1011200,25.0,37.5,1750
19475,Makers Mark Replica,1011200,8.99,13.49,375
19478,Makers Mark,1011200,32.5,48.75,1750
22157,Wild Turkey 101,1011200,16.66,24.99,1000
17915,Elijah Craig Small Batch,1011200,8.5,12.75,375
16562,Angels Envy Bourbon Port Finished,1011200,24.5,36.75,750
21597,Ten High,1011200,4.94,7.41,1000
16676,Basil Hayden 8YR,1011200,21.0,31.5,750
18604,High West,1011200,21.0,31.5,750
18198,Ezra Brooks Sour Mash Bourbon,1011200,14.5,21.75,1750
16517,Ancient Age Bourbon,1011200,7.5,11.25,1000
27409,Jim Beam Honey,1011200,5.5,8.25,375
17127,Cabin Still Str Bourbon,1011200,5.0,7.5,1000
22217,Woodford Reserve,1011200,26.49,39.74,1000
16396,Old Forester Signature 100prf Bourbon,1011200,11.8,17.7,750
22215,Woodford Reserve,1011200,22.49,33.74,750
16988,Bourbon Supreme Bourbon,1011200,10.0,15.0,1750
16682,Basil Hayden,1011200,40.0,60.0,1750
18408,G & W Bourbon,1011200,11.1,16.65,1750
17087,Bulleit Bourbon,1011200,20.49,30.74,1000
21206,Rebel Yell KSBW,1011200,8.5,12.75,750
17520,Clyde Mays Straight Bourbon,1011200,20.0,30.0,750
16518,Ancient Age Bourbon,1011200,11.8,17.7,1750
17957,Evan Williams  Black,1011200,8.67,13.01,1000
16987,Bourbon Supreme Bourbon,1011200,4.7,7.05,1000
27369,Cedar Ridge Port Cask Finished Bourbon,1011200,25.5,38.25,750
17956,Evan Williams Black,1011200,8.0,12.0,750
27410,Jim Beam Honey,1011200,10.5,15.75,750
19026,Jim Beam Black,1011200,13.5,20.25,750
17085,Bulleit Bourbon,1011200,7.99,11.99,375
19227,Knob Creek,1011200,24.67,37.01,1000
17830,Early Times 36 Mo Ky Str Bourbon PET,1011200,13.22,19.83,1750
22244,Yellowstone Select,1011200,20.0,30.0,750
917921,Elijah Craig Barrel Program,1011200,14.97,22.46,750
20248,Old Crow,1011200,10.5,15.75,1750
19070,Jim Beam PET,1011200,21.0,31.5,1750
22102,Wild Turkey Longbranch,1011200,20.0,30.0,750
28278,Jim Beam Peach,1011200,5.5,8.25,375
18198,Ezra Brooks Sour Mash Bourbon,1011200,14.0,21.0,1750
18352,Four Roses Yellow Label,1011200,11.84,17.76,750
27832,Iowa Distilling Company Straight Bourbon Whiskey,1011200,19.95,29.93,750
26511,Red Stag,1011200,1.25,1.88,100
27392,Jim Beam Maple,1011200,10.5,15.75,750
22214,Woodford Reserve,1011200,11.28,16.92,375
918004,HA Buffalo Trace Bourbon,1011200,7.5,11.25,375
17205,Cedar Ridge Bourbon,1011200,6.0,9.0,200
28043,Jim Beam Vanilla,1011200,10.5,15.75,750
20366,Old Forester Bourbon 86prf,1011200,10.92,16.38,750
18196,Ezra Brooks Sour Mash Bourbon,1011200,7.5,11.25,750
22207,Woodford Reserve Straight Bourbon,1011200,39.76,59.64,1750
19009,Jeffersons Very Small Batch,1011200,17.62,26.43,750
17088,Bulleit Bourbon Frontier Whiskey,1011200,27.5,41.25,1750
22228,Woodford Reserve Double Oaked,1011200,30.49,45.74,750
18006,Buffalo Trace Bourbon,1011200,13.0,19.5,750
28019,Cody Road Bourbon Mini,1011200,15.0,22.5,50
21594,Ten High,1011200,2.96,4.44,375
21215,Rebel Yell KSBW 100prf,1011200,10.0,15.0,750
19486,Makers 46,1011200,21.0,31.5,750
18348,Four Roses Small Batch,1011200,16.17,24.26,750
100672,Cedar Ridge American Whiskey Sampler Collection,1011200,22.5,33.75,200
18116,Evan Williams Black PET,1011200,8.0,12.0,750
18407,G & W Bourbon,1011200,6.41,9.62,1000
922186,HA WB Saffell,1011200,25.0,37.5,375
26814,Steeple Ridge Bourbon,1011200,22.5,33.75,750
21480,Benchmark Old No 8,1011200,6.38,9.57,750
916890,HA Bond & Lillard Bourbon,1011200,25.0,37.5,375
86531,SQRRL Peanut Butter Whiskey Mini,1011200,5.4,8.1,50
21598,Ten High,1011200,8.29,12.44,1750
921228,SOOH 1792 Full Proof,1011200,24.0,36.0,750
27604,Knob Creek Smoked Maple,1011200,20.0,30.0,750
17826,Early Times 36 Mo Ky Str Bourbon,1011200,7.02,10.53,750
17954,Evan Williams Black,1011200,4.0,6.0,375
19112,Jim Beam Devils Cut,1011200,13.5,20.25,750
18290,Fistful of Bourbon,1011200,15.0,22.5,750
19228,Knob Creek,1011200,33.5,50.25,1750
921219,Rebel Distillers Collection Buy the Barrel,1011200,17.5,26.25,750
16673,Basil Hayden,1011200,10.95,16.43,375
21598,Ten High,1011200,8.5,12.75,1750
21596,Ten High,1011200,4.1,6.15,750
21595,Ten High PET,1011200,4.1,6.15,750
28032,Brown Sugar Bourbon,1011200,10.0,15.0,750
986725,SOOH Michters 10YR Old Single Barrel,1011200,55.5,83.25,750
20368,Old Forester Bourbon 86prf,1011200,20.27,30.41,1750
16988,Bourbon Supreme Bourbon,1011200,9.67,14.51,1750
18048,Evan Williams Green Label,1011200,12.0,18.0,1750
19028,Jim Beam Black,1011200,22.5,33.75,1750
21208,Rebel Yell KSBW,1011200,15.0,22.5,1750
18048,Evan Williams Green Label,1011200,11.5,17.25,1750
18351,Four Roses Bourbon,1011200,22.5,33.75,1750
18856,Larceny,1011200,13.5,20.25,750
16843,Bird Dog Kentucky Straight Bourbon,1011200,10.02,15.03,750
28033,Brown Sugar Bourbon 103,1011200,15.0,22.5,750
62809,Old Forester Mint Julep,1011200,12.49,18.74,1000
22121,Wild Turkey 81,1011200,11.4,17.1,750
18046,Evan Williams Green Label,1011200,6.0,9.0,750
19880,Michters US*1 Small Batch Bourbon,1011200,22.92,34.38,750
24906,Old Camp Whiskey,1011200,10.83,16.25,750
19048,Jim Beam Double Oak,1011200,15.07,22.61,750
86533,SQRRL Peanut Butter Whiskey,1011200,12.5,18.75,750
19017,Jeffersons Ocean Aged at Sea,1011200,42.5,63.75,750
19017,Jeffersons Ocean Aged at Sea,1011200,39.98,59.97,750
18990,James E. Pepper 1776 Straight Bourbon Whiskey ''100 Proof'',1011200,16.33,24.5,750
20246,Old Crow,1011200,5.5,8.25,750
86873,Southern Comfort 80prf,1011200,11.5,17.25,750
18352,Four Roses Bourbon,1011200,11.84,17.76,750
16814,Bib & Tucker Small Batch Bourbon Aged 6YR,1011200,28.34,42.51,750
21236,Ridgemont Reserve 1792,1011200,16.12,24.18,750
19019,Jesse James Bourbon,1011200,9.52,14.28,750
986623,HA Issac Bowman Port Finished Bourbon,1011200,20.0,30.0,750
21986,Weller Reserve 7YR Bourbon,1011200,9.0,13.5,750
920376,SOOH Old Forester 1920,1011200,29.98,44.97,750
17566,David Nicholson 1843 Bourbon,1011200,15.0,22.5,750
919976,HA OFC Bourbon 1994,1011200,1250.0,1875.0,750
921806,HA Very Old Barton 6YR,1011200,8.5,12.75,750
19496,Maker''s Mark Wood Finishing Series SE4,1011200,30.0,45.0,750
26977,Knob Creek Cask Strength Rye,1011200,35.0,52.5,750
19481,Makers Mark Cask Strength,1011200,31.5,47.25,750
17632,Daviess County KSBW French Oak Finished,1011200,25.0,37.5,750
17090,Bulleit Bourbon 10YR,1011200,23.5,35.25,750
20369,Old Forester 1870 Whisky Row Series,1011200,22.49,33.74,750
17630,Daviess County Kentucky Straight Bourbon Whiskey,1011200,22.5,33.75,750
922254,HA Woodford Reserve Batch Proof,1011200,64.97,97.46,750
16516,Ancient Age Bourbon,1011200,6.16,9.24,750
20158,Old Camp Wolf Moon Whiskey,1011200,12.4,18.6,750
22175,Russells Reserve 10YR,1011200,20.0,30.0,750
27560,Stranahans Colorado Whiskey,1011200,29.12,43.68,750
20286,Old Crow PET,1011200,5.5,8.25,750
19905,Nefarious Bourbon Whiskey,1011200,17.5,26.25,750
19006,Jeffersons Reserve,1011200,26.49,39.74,750
918419,SOOH Remus Repeal Reserve Bourbon III,1011200,43.34,65.01,750
917900,HA EH Taylor 18YR Marriage,1011200,35.0,52.5,750
21540,Stagg Jr.,1011200,25.99,38.99,750
16841,Blanton Gold Bourbon,1011200,60.0,90.0,750
917943,HA Elmer T Lee 100th,1011200,50.0,75.0,750
21184,Rabbit Hole Dareringer Shery Bourbon Cask,1011200,39.98,59.97,750
17092,Bulleit Bourbon Barrel Strength,1011200,24.99,37.49,750
902790,HA Wild Turkey Kentucky Spirit,1011200,30.0,45.0,750
922044,HA Weller Full Proof,1011200,25.0,37.5,750
20375,Old Forester Statesman,1011200,27.48,41.22,750
918374,HA Four Roses Small Batch 2019 LE,1011200,81.16,121.74,750
918860,HA Larceny Barrel Proof,1011200,23.33,35.0,750
16850,Blantons Bourbon,1011200,28.75,43.13,750
919316,HA Kentucky Owl Bourbon Batch #9,1011200,149.99,224.99,750
919320,HA Kentucky Owl Confiscated,1011200,86.66,129.99,750
922042,HA Weller CYPB,1011200,25.0,37.5,750
26752,3-Oaks Distillery Straight Bourbon Whiskey,1011200,18.0,27.0,750
27245,Leadslingers Bourbon,1011200,19.0,28.5,750
26778,Conciere Bourbon,1011200,8.17,12.26,1000
19471,Maker''s Mark Mini,1011200,16.44,24.66,50
902500,SOOH Elijah Craig 18YR Single Barrel,1011200,64.17,96.26,750
20536,Kentucky Tavern,1011200,4.25,6.38,750
26737,Sir Winston Bourbon,1011200,22.23,33.35,750
86536,Daviess County KSBW Cab Finished,1011200,25.0,37.5,750
16916,Border Bourbon,1011200,34.42,51.63,750
26220,Jeppson''s Bourbon,1011200,13.34,20.01,750
19468,Marksman,1011200,10.24,15.36,750
19048,Jim Beam Double Oak,1011200,13.5,20.25,750
28147,Merica Small Batch Bourbon,1011200,16.0,24.0,750
16796,Belle Meade Whiskey,1011200,26.95,40.43,750
16799,Belle Meade Reserve Whiskey,1011200,32.34,48.51,750
21602,EH Taylor Jr Small Batch,1011200,22.0,33.0,750
927589,RED RIVER TEXAS BOURBON,1011200,23.5,35.25,750
26263,Foundry Single Malt Whiskey,1011200,19.99,29.99,750
20300,Old Elk Wheat Bourbon,1011200,37.5,56.25,750
927676,Black Maple Hill Oregon Straight Bourbon,1011200,49.0,73.5,750
921244,1792 Single Barrel,1011200,21.0,31.5,750
16580,Baker's 7YR,1011200,30.0,45.0,750
921244,SOOH 1792 Single Barrel,1011200,21.0,31.5,750
916688,BARRELL BOURBON BATCH 022,1011200,48.0,72.0,750
919239,Knob Creek 12 Year,1011200,30.0,45.0,750
915542,BUSHMILLS RED BUSH IRISH WHISKEY,1011200,14.0,21.0,750
919046,SOOH Jeffersons Ocean Aged at Sea Cask Strength,1011200,49.84,74.76,750
101086,Elijah  Craig  Holiday  VAP w/ Old  Fashioned Cocktail Syrup,1011200,14.97,22.46,750
84404,99 Mangoes,1081300,0.95,1.43,100
84219,99 Peppermint,1081300,0.95,1.43,100
76487,Paramount Amaretto,1081300,4.05,6.08,1000
84217,99 Grapes,1081300,0.95,1.43,100
75224,Kinky Red Mini,1081300,4.84,7.26,50
75213,Kinky Blue,1081300,5.0,7.5,375
75212,Kinky Blue Mini,1081300,4.84,7.26,50
75195,Kinky Aloha Mini,1081300,4.84,7.26,50
85606,Paramount Blue Curacao,1081300,5.0,7.5,750
75208,Kinky Pink Mini,1081300,4.84,7.26,50
76486,Paramount Amaretto,1081300,3.5,5.25,750
75218,Kinky Green Mini,1081300,4.84,7.26,50
73063,RumChata Limon,1081300,13.0,19.5,750
75209,Kinky Pink,1081300,5.0,7.5,375
84197,99 Pineapple Mini,1081300,6.0,9.0,50
85526,Dekuyper Blue Curacao,1081300,5.25,7.88,750
77774,Wild Turkey American Honey,1081300,13.82,20.73,1000
557,Tippy Cow 50ml Sampler,1081300,4.0,6.0,400
75198,Kinky Blue,1081300,10.0,15.0,750
73737,Evan Williams Apple Mini,1081300,4.2,6.3,50
84187,99 Cinnamon,1081300,0.95,1.43,100
75210,Kinky Pink,1081300,10.0,15.0,750
73343,Conciere Amaretto,1081300,4.99,7.49,1000
984142,SOOH 99 Peaches Mini,1081300,6.0,9.0,50
77776,Wild Turkey American Honey,1081300,10.5,15.75,750
75242,Kinky Ruby Mini,1081300,4.84,7.26,50
73526,Dekuyper Melon Liqueur,1081300,6.5,9.75,750
86661,Bella Limoncello,1081300,13.29,19.94,750
73702,Evan Williams Honey,1081300,8.0,12.0,750
84145,99 Grapes PET Mini,1081300,60.0,90.0,50
84217,99 Grape,1081300,0.95,1.43,100
74772,Howdys Apple Pie,1081300,8.89,13.34,750
984145,99 Grapes Mini,1081300,6.0,9.0,50
76478,Pama Pomegranate Liqueur,1081300,9.99,14.99,750
84142,99 Peaches PET Mini,1081300,60.0,90.0,50
73747,Evan Williams Peach Mini,1081300,6.3,9.45,50
75026,Jeppson''s Malort,1081300,10.84,16.26,750
72722,Christian Bros Honey,1081300,6.0,9.0,750
80003,Blue Chair Bay Pineapple Rum Cream Mini,1081300,6.6,9.9,50
76488,Paramount Amaretto,1081300,8.25,12.38,1750
76488,Paramount Amaretto,1081300,8.07,12.11,1750
77779,Wild Turkey American Honey,1081300,19.5,29.25,1750
982789,DeKuyper Buttershots,1081300,11.54,17.31,1750
73986,Di Amore Amaretto,1081300,6.0,9.0,750
80015,Blue Chair Bay Key Lime Rum Cream,1081300,9.42,14.13,750
75197,Kinky Aloha,1081300,10.0,15.0,750
77768,Wild Turkey American Honey Sting,1081300,10.5,15.75,750
73715,Evan Williams Cherry Reserve,1081300,8.0,12.0,750
79336,Paramount Creme de Menthe Green,1081300,5.0,7.5,750
75230,Kinky Red,1081300,10.0,15.0,750
78866,Paramount Creme de Cacao White,1081300,5.0,7.5,750
78616,Arrow Creme de Cacao White,1081300,4.74,7.11,750
73533,Dekuyper 03,1081300,12.07,18.11,750
79026,Arrow Creme de Menthe Green,1081300,4.74,7.11,750
71886,Amaretto E Dolce,1081300,3.34,5.01,750
73748,Evan Williams Peach,1081300,8.0,12.0,750
80004,Blue Chair Bay Pineapple Rum Cream,1081300,9.42,14.13,750
78456,Paramount Creme de Cacao Dark,1081300,5.0,7.5,750
73749,Evan Williams Apple,1081300,8.0,12.0,750
80096,Dekuyper Creme de Banana,1081300,5.25,7.88,750
77730,Travis Hasse's Cow Pie,1081300,7.94,11.91,750
79966,Arrow Creme de Almond,1081300,4.74,7.11,750
75221,Kinky Green,1081300,10.0,15.0,750
75243,Kinky Ruby,1081300,10.0,15.0,750
85066,Arrow Anisette,1081300,4.74,7.11,750
79516,Arrow Creme de Menthe White,1081300,4.74,7.11,750
85986,Bols Triple Sec 30prf,1081300,3.75,5.63,750
72480,Bleu Original,1081300,13.0,19.5,750
972485,SOOH Bird Dog Devil Dog Cocoa Cayenne,1081300,10.0,15.0,750
76467,Mr. Boston Amaretto 80PF 1L,1081300,4.05,6.08,1000
984393,99 Watermelon Mini,1081300,6.0,9.0,50
72636,Bols Melon,1081300,5.42,8.13,750
973721,Evan Williams Fire,1081300,8.0,12.0,750
985186,Hiram Walker Anisette,1081300,3.99,5.99,750
980383,St Patricks Irish Cream,1081300,5.5,8.25,750
65251,Jagermeister Liqueur Mini,1082000,29.53,44.3,50
65254,Jagermeister Liqueur,1082000,7.05,10.58,375
65125,Grand Marnier Cordon Rouge,1082000,9.99,14.99,375
65257,Jagermeister Liqueur,1082000,16.5,24.75,1000
65367,Jagermeister Cold Brew Coffee Liqueur Mini,1082000,29.53,44.3,50
64774,Cointreau Liqueur,1082000,10.2,15.3,375
47861,D'usse VSOP,1082000,9.49,14.24,200
64136,Disaronno Amaretto,1082000,14.51,21.77,750
47863,D'usse VSOP,1082000,16.34,24.51,375
65259,Jagermeister Liqueur Mini Meisters,1082000,4.93,7.4,20
64776,Cointreau Liqueur,1082000,19.99,29.99,750
66810,Solerno Blood Orange Liqueur,1082000,20.0,30.0,750
65260,Jagermeister Coolpack,1082000,6.52,9.78,375
65253,Jagermeister Liqueur,1082000,3.74,5.61,200
65253,Jagermeister Liqueur,1082000,3.95,5.93,200
65195,Hpnotiq,1082000,9.99,14.99,750
66936,Grangala Triple Orange Liqueur,1082000,11.02,16.53,750
65256,Jagermeister Liqueur,1082000,13.0,19.5,750
64634,Campari,1082000,9.0,13.5,375
65257,Jagermeister Liqueur,1082000,15.96,23.94,1000
65254,Jagermeister Liqueur,1082000,6.52,9.78,375
65191,Hpnotiq Mini,1082000,12.44,18.66,50
65127,Grand Marnier Cordon Rouge,1082000,25.55,38.33,1000
65260,Jagermeister Coolpack,1082000,7.09,10.64,375
65111,Galliano L'Autentico,1082000,10.75,16.13,375
66836,St Germain,1082000,20.0,30.0,750
64147,Aperol,1082000,14.5,21.75,750
65194,Hpnotiq,1082000,6.49,9.74,375
65258,Jagermeister Liqueur,1082000,26.05,39.08,1750
66936,Grangala Triple Orange Liqueur,1082000,9.8,14.7,750
64676,Chambord Liqueur Royale De France,1082000,19.08,28.62,750
65256,Jagermeister Liqueur,1082000,12.45,18.68,750
47865,D'usse VSOP,1082000,32.0,48.0,750
68339,Five Farms Irish Cream Liqueur,1082000,11.5,17.25,375
65126,Grand Marnier Cordon Rouge,1082000,23.31,34.97,750
64149,Aperol,1082000,18.0,27.0,1000
64601,Caravella Limoncello,1082000,11.25,16.88,750
64736,Patron Citronge,1082000,14.17,21.26,750
64636,Campari Italian Aperitivo,1082000,16.5,24.75,750
64736,Citronge,1082000,14.17,21.26,750
66636,Romana Sambuca Italian Liquore,1082000,13.5,20.25,750
64138,Disaronno Amaretto,1082000,28.01,42.02,1750
67006,Midori Melon Liqueur,1082000,11.49,17.24,750
67610,Luxardo Maraschino Cherry,1082000,19.0,28.5,750
66226,Pimms Cup No 1,1082000,12.49,18.74,750
64356,Barenjager Honey Liqueur,1082000,14.92,22.38,750
65896,Metaxa Ouzo,1082000,10.49,15.74,750
64996,Frangelico Liqueur,1082000,15.5,23.25,750
65144,Il Tramonto Limoncello,1082000,10.5,15.75,750
65426,Licor 43,1082000,14.1,21.15,750
64000,Absente,1082000,22.67,34.01,750
64876,Drambuie Liqueur,1082000,23.0,34.5,750
64816,Romana Black Sambuca,1082000,13.57,20.36,750
64336,B&B DOM,1082000,19.5,29.25,750
64250,Averna Amaro,1082000,17.5,26.25,750
65368,Jagermeister Cold Brew Coffee Liqueur,1082000,14.35,21.53,750
64645,Domaine de Canton,1082000,18.48,27.72,750
65536,Lucid Absinthe,1082000,32.5,48.75,750
77786,Tuaca Perfect Chill,1082000,11.44,17.16,750
65016,Patron Citronge Pineapple,1082000,14.17,21.26,750
64976,Fernet Branca Liqueur,1082000,17.24,25.86,750
66242,Rothman & Winter Orchard Apricot,1082000,12.75,19.13,750
64769,Combier L'Original Liqueur D'Orange,1082000,18.66,27.99,750
64121,Ancho Reyes,1082000,17.67,26.51,750
66240,Rothman & Winter Creme de Violette,1082000,12.75,19.13,750
68958,Union Rosies Strawberry Cream,1082000,8.75,13.13,750
64976,Fernet Branca Liqueur,1082000,18.62,27.93,750
67806,Tia Maria Coffee Liqueur,1082000,15.33,23.0,750
68958,Union Rosies Strawberry Cream,1082000,10.5,15.75,750
51121,Control C Pisco Reservado,1082000,12.5,18.75,750
64534,Combier Pamplemousse Rose Liqueur,1082000,21.26,31.89,750
987082,Cherry Heering,1082000,14.66,21.99,750
64531,Combier Cassis Liqueur,1082000,14.17,21.26,750
73060,RumChata Limon,1701100,20.64,30.96,100
77955,"Smirnoff Red, White & Berry Mini",1701100,7.47,11.21,50
41942,360 Bing Cherry Mini,1701100,4.3,6.45,50
77956,"Smirnoff Red, White & Berry",1701100,8.25,12.38,750
72911,Captain Morgan Orange Vanilla Twist,1701100,9.06,13.59,750
77994,"Smirnoff Red, White & Berry",1701100,14.75,22.13,1750
22219,Woodford Reserve Kentucky Derby 2020,1701100,26.49,39.74,1000
17919,Elijah Craig  Small Batch,1701100,27.5,41.25,1750
19094,Jim Beam Cubs Edition,1701100,10.5,15.75,750
100700,Crown Royal Deluxe w/50ml Vanilla & 50ml Apple,1701100,15.59,23.39,850
64418,Ciroc Summer Watermelon,1701100,16.49,24.74,750
100760,Bird Dog Blackberry w/2-50mls,1701100,10.0,15.0,850
36756,Absolut Unity,1701100,9.99,14.99,750
100843,Glenlivet 12YR w/14YR 50ml,1701100,24.47,36.71,800
41942,360 Bing Cherry Mini,1701100,4.9,7.35,50
68010,Baileys Strawberries & Cream Mini,1701100,25.25,37.88,50
15179,WhistlePig 10YR 375,1701100,20.0,30.0,375
100503,St Brendans w/3-50mls,1701100,7.69,11.54,900
51109,Ciroc VS,1701100,17.48,26.22,1000
4001,Jose Cuervo Gold w/1L Classic Margarita Mix,1701100,11.07,16.61,750
26508,STRAIGHT CORN WHISKEY,1701100,27.0,40.5,750
101043,BOMBAY SAPPHIRE WITH TONIC PACK,1701100,5.09,7.64,375
100545,Grey Goose w/2 Martini Glasses,1701100,35.42,53.13,1750
100877,Seagrams Extra Smooth w/Lime 50ml,1701100,10.0,15.0,2250
100406,Crystal Head Vodka Mini w/Red Bows,1701100,215.76,323.64,2400
77902,Smirnoff Peppermint Twist Mini,1701100,7.47,11.21,50
647,Kahlua w/Absolut 50ml & Glass,1701100,10.99,16.49,800
100762,Bird Dog Peach w/2-50mls,1701100,10.0,15.0,850
100802,Makers Mark Mini w/Ribbons,1701100,8.0,12.0,50
1272,Tullamore Dew Crock,1701100,17.48,26.22,750
100165,Malibu 1.75L w/Dole Pineapple Juice,1701100,19.99,29.99,1750
15642,Jameson Caskmates IPA Mini,1701100,7.92,11.88,50
100636,Jim Beam Mini 12 Seasons,1701100,6.5,9.75,600
100148,Jack Daniels Single Barrel w/Snifter Glass,1701100,27.59,41.39,750
15727,Jameson Caskmates Stout Mini,1701100,7.92,11.88,50
82018,Arrow Super Cinnamon Schnapps Mini,1701100,4.56,6.84,50
15911,Tullamore Dew Cider Cask,1701100,15.0,22.5,750
100440,Skyy Vodka 1.75L with Infusion Watermelon 50ml Lug-On,1701100,15.0,22.5,1750
100909,Makers Mark w/Socks,1701100,32.5,48.75,1750
100531,Crystal Head Vodka Mini Patriotic Package,1701100,13.49,20.24,150
20920,Old Tub,1701100,11.0,16.5,750
17914,Elijah Craig Barrel Proof Cask,1701100,30.0,45.0,750
101049,FLAVORED RUMS MULTI PACK,1701100,24.9,37.35,50
63765,Tarantula Lime Margarita,1701100,8.74,13.11,1750
100727,Jim Beam Black w/Coasters,1701100,13.5,20.25,750
64011,Absolut Juice Edition Strawberry,1701100,9.99,14.99,750
36767,Absolut Grapefruit Mini,1701100,5.88,8.82,50
2834,Kahlua w/Coffee Mug,1701100,10.99,16.49,750
100745,Old Forester Twin Pack,1701100,34.97,52.46,1500
4043,Hornitos Plata w/Glasses,1701100,13.5,20.25,750
266,Patron Silver Special Tin,1701100,27.5,41.25,750
59100,Evan Williams Egg Nog,1701100,4.47,6.71,750
2229,Christian Bros Holiday Nog,1701100,4.47,6.71,750
68052,Baileys Red Velvet Cupcake,1701100,16.49,24.74,750
100776,Patron Silver w/2 Mule Mugs,1701100,58.0,87.0,1750
100795,Johnnie Walker Black w/2-50mls,1701100,21.49,32.24,850
470,Jack Daniels w/Glass,1701100,15.57,23.36,750
2226,Christian Bros Holiday Nog,1701100,9.46,14.19,1750
101044,CAZADORES REPOSADO WITH MARGARITA MIX,1701100,14.0,21.0,750
26436,Revenant Rye,1701100,15.0,22.5,375
100702,Western Son Original 1.75L w/2-50mls,1701100,15.03,22.55,1750
43777,Captain Morgan Gingerbread Spiced Rum,1701100,9.06,13.59,750
43078,Admiral Nelson''s Coconut,1701100,11.5,17.25,1750
