store_number,store_name,store_location,address,city
5688,Dyno's #40 / Spencer,POINT (-95.143701 43.12759),1001 S Grand Ave,Spencer
5089,Mos Mini Mart,POINT (-95.88687 41.556439),"614, E Erie St",Missouri Valley
2555,Hy-Vee Food Store / Keokuk,POINT (-91.403752 40.41538),3111 Main,Keokuk
4609,Kum & Go #579 / Ankeny,POINT (-93.602007 41.717286),165 SW Magazine Rd,Ankeny
5633,Home Town Wine & Spirits,POINT (-92.631487 41.296286),1202 A Ave E,Oskaloosa
3650,"Spirits, Stogies and Stuff",POINT (-95.544794 42.488704),118 South Main St.,Holstein
5876,'Da Booze Barn / West Bend,POINT (-94.445143 42.959247),108 S Broadway,West Bend
3682,Jumbo's,POINT (-93.990256 43.088341),110 E Main St,Wesley
4256,Fareway Stores #912 / Sioux Center,POINT (-96.176959 43.078003),115  1st Ave NW,Sioux Center
2626,Hy-Vee Drugstore / University / DSM,POINT (-93.673222 41.600361),4100 University Ave,Des Moines
5517,Mepo Foods / Mediapolis,POINT (-91.170033 41.008539),111 Wapello St N,Mediapolis
3857,Quillins Food Ranch / Waukon,,9th St SW B,Waukon
3783,Dyno's Wine and Spirits / Pocahontas,POINT (-94.66731100000001 42.732607),14 1/2 E Elm,Pocahontas
2642,Hy-Vee Wine and Spirits / Pella,POINT (-92.899277 41.396961000000005),512 E Oskaloosa,Pella
5645,Phillips 66 / Grinnell,POINT (-92.727379 41.745903),1031 West St,Grinnell
2636,Hy-Vee Wine and Spirits / Hubbell,POINT (-93.573845 41.604312),2310 Hubbell Ave,Des Moines
5431,Brew Coffee Wine Spirit and Cigars,POINT (-96.171858 42.793075),346 Plymouth St SW,Le Mars
5228,Anthon Mini Mart,POINT (-95.868594 42.388265),"101, W Main St",Anthon
4337,Grand Falls Casino Resort,,1415 Grand Falls Blvd,Larchwood
4967,Jeff's Market / Blue Grass,POINT (-90.766126 41.509119),"102, W Mayne St",Blue Grass
4630,EZ Stop / Davenport,POINT (-90.570603 41.549887),2923 Brady St,Davenport
2518,Hy-Vee Wine and Spirits / Red Oak,POINT (-95.83539 41.279189),1607 North Broadway,Red Oak
5682,Ambysure Inc / Clinton,POINT (-90.225022 41.833351),1641 S Bluff Blvd,Clinton
5471,World Liquor & Tobacco + Vapors,POINT (-93.876918 42.063831),1030 8th St,Boone
3549,Quicker Liquor Store,POINT (-91.373211 40.62422600000001),1414 48th St,Fort Madison
4299,Hometown Market / Central City,POINT (-91.530478 42.199296),9 Waterhouse Ave,Central City
2575,Hy-Vee Food Store #1 / Waterloo,POINT (-92.37662400000002 42.471767),2834 Ansborough Ave,Waterloo
4557,Hometown Foods / Traer,POINT (-92.468086 42.193386),420 Second St,Traer
5713,Brooklyn Grocery Liquor LLC,POINT (-92.444377 41.728699),122 East Front Street,Brooklyn
5239,Lefty's Convenience Store Inc.,POINT (-91.532662 42.19892),4649 Hwy 13,Central City
4132,Camanche Food Pride,POINT (-90.257535 41.788751),908 7th Ave,Camanche
4477,Bucky's Express #17 / Council Bluffs,POINT (-95.824952 41.242658),1759 Madison Ave,Council Bluffs
4475,Bucky's Express #27 / Council Bluffs,POINT (-95.879147 41.234536000000006),2713 S 24th St,Council Bluffs
3942,Twin Town Liquor,POINT (-92.579446 41.985985),104 Highway 30 West,Toledo
2532,Hy-Vee Food Store #2 / Des Moines,POINT (-93.569452 41.627838),2540 E Euclid,Des Moines
6036,Super Mart / Oelwein,POINT (-91.913481 42.66911),710 S Frederick Ave,Oelwein
4697,Southside Liquor & Tobacco / Iowa City,POINT (-91.52741 41.643807),601 Hollywood Blvd,Iowa City
5116,New Star Mart  /  Newton,POINT (-93.04551500000001 41.69943),"702, 1st Ave E",Newton
3612,B and C Liquor / Maquoketa,POINT (-90.659692 42.06922000000001),509 E Platt,Maquoketa
3647,Wal-Mart 2889 / Clinton,POINT (-90.245005 41.818874),2715 South 25th St,Clinton
5740,New Star / Knoxville,POINT (-93.107862 41.320744),901 West Pleasant St,Knoxville
3932,Main Street Spirits / Mapleton,POINT (-95.79375 42.165915),311 Main St,Mapleton
5444,Marshall Beer Wine Spirits,POINT (-92.908013 42.050021),11 N 3rd Ave,Marshalltown
3461,Hometown Foods / Stuart,POINT (-94.318439 41.497693),607 S Division St,Stuart
4249,Fareway Stores #048 / Clarinda,POINT (-95.040293 40.724008),115 Essie Davison Dr,Clarinda
4152,Food Land Super Markets,POINT (-95.899346 41.557404),407 W Huron,Missouri Valley
2578,Hy-Vee / Charles City,POINT (-92.67556000000002 43.066993),901 Kelly St,Charles City
3670,Wal-Mart 2827 / Coralville,POINT (-91.610774 41.695806),2801 Commerce Dr,Coralville
4209,Wal-Mart 5748 / Grimes,POINT (-93.771698 41.688332),2150 East 1st St,Grimes
2841,CVS Pharmacy #8532 / Cedar Rapids,POINT (-91.62746800000001 41.976883),2711 Mt Vernon Rd,Cedar Rapids
2544,Hy-Vee Food Store / Marshalltown,POINT (-92.912817 42.039205),802 South Center,Marshalltown
3980,Wal-Mart 1721 / Iowa City,POINT (-91.552125 41.646646),919 Hwy 1 West,Iowa City
4150,Fareway Stores #951 / Waterloo,,40  W San Marnan,Waterloo
3465,Hometown Foods / Panora,POINT (-94.357201 41.69182),601 E Main,Panora
4195,Fareway Stores #792 / Toledo,POINT (-92.581697 41.984303),1005 S County Line Rd,Toledo
2622,Hy-Vee Food Store / Iowa City,POINT (-91.518868 41.676095),1125 N Dodge St,Iowa City
5655,One Stop Shop #3 / Algona,POINT (-94.226877 43.06732),220 S Phillips St,Algona
2567,Hy-Vee Drugstore / Davenport,POINT (-90.608201 41.560663),2200 West Kimberly,Davenport
4258,Fareway Stores #009 / Burlington,POINT (-91.140051 40.799097),920 Lawrence Dr,Burlington
3041,Shugar's  / Colfax,POINT (-93.244443 41.677932),28 E Howard,Colfax
5127,Price Chopper  /  Ingersoll,POINT (-93.663337 41.586313),3425 Ingersoll Ave,Des Moines
4642,Liquor and Tobacco Outlet / Univ Ave Waterloo,POINT (-92.382928 42.498321),2844 University Ave,Waterloo
3624,Wal-Mart 0748 / Newton,POINT (-93.014458 41.697436),300 Iowa Speedway Dr,Newton
4149,Fareway Stores #015 / Denison,POINT (-95.371847 42.024517),609 Arrowhead Dr,Denison
4105,Fareway Stores #426 / Nevada,POINT (-93.439899 42.009797),1505 South B Ave,Nevada
2605,Hy-Vee Drugstore #5 / Cedar Rapids,POINT (-91.668909 42.034799),2001 Blairs Ferry Road NE,Cedar Rapids
4131,Fareway Stores #933 / Urbandale,POINT (-93.734312 41.643829),8450 Meredith Dr,Urbandale
4879,Sam's Mini Mart / Morningside Ave Sioux City,POINT (-96.352851 42.47063),4218 MORNINGSIDE AVE,Sioux City
4547,Fareway Stores #902 / Hampton,POINT (-93.211676 42.741748),309 Central Ave West,Hampton
3592,Wal-Mart 0886 / Fort Dodge,POINT (-94.153456 42.505334),3036 1st Ave South,Fort Dodge
4192,Fareway Stores #044 / Bettendorf,POINT (-90.480368 41.556273),3800 Belmont Rd,Bettendorf
2806,Osco #1118 / Clinton,POINT (-90.184797 41.858932),1307 N Second,Clinton
4269,Tipton Family Foods,POINT (-91.128389 41.771753),610 Cedar St,Tipton
4004,Wal-Mart 4256 / Ames,POINT (-93.610343 42.017115),534 S Duff Ave,Ames
2562,Hy-Vee Food Store / Fort Dodge,POINT (-94.15824700000002 42.504742),115 South 29th St,Fort Dodge
4730,Walgreens #05944 / Johnston,POINT (-93.697684 41.673355),6200 Merle Hay Rd,Johnston
3731,Wal-Mart 1241 / Davenport,POINT (-90.525525 41.580212),5811 Elmore Ave,Davenport
4715,Walgreens #06678 / West Des Moines,POINT (-93.731469 41.571398),1999 Grand Ave,West Des Moines
3563,Wal-Mart 0559 / Muscatine,POINT (-91.025913 41.45529),3003 North Hwy 61,Muscatine
3721,Wal-Mart 0913 / Decorah,POINT (-91.753135 43.290041),1798 Old Stage Rd,Decorah
4239,Fareway Stores #850 / Spirit Lake,POINT (-95.106219 43.42157),1906 Keokuk,Spirit Lake
4110,"Brothers Market, Inc.",POINT (-92.785196 42.570357),706 Highway 57,Parkersburg
4317,Fareway Stores #941 / Greenfield,POINT (-94.462719 41.303167),212 SW Kent,Greenfield
4084,Fareway Stores #061 / Ankeny,,3205 North Ankeny Blvd,Ankeny
4023,Wal-Mart 1389 / Boone,POINT (-93.869892 42.035093),1515 SE Marshall St,Boone
3632,Wal-Mart 2004 / Dubuque,POINT (-90.736955 42.489041),4200 Dodge St,Dubuque
2697,Hy-Vee Dollar Fresh - Toledo,POINT (-92.581694 41.985234),1006 S. Country Road,Toledo
2697,Hy-Vee Dollar Fresh - Toledo,,1006 S. Country Road,Toledo
3757,Wal-Mart 3590 / Sioux City,POINT (-96.37287 42.530454),3101 Floyd Blvd,Sioux City
4156,Fareway Stores #412 / Oelwein,POINT (-91.910502 42.677024),102  2nd Ave SE,Oelwein
3622,Wal-Mart 1415 / Spirit Lake,POINT (-95.126535 43.416452),2600 Hwy 71,Spirit Lake
3696,Wal-Mart 1723 / Des Moines,,5101 SE 14th St,Des Moines
4014,Wal-Mart 1732 / Denison,,510 C Ave,Denison
5728,Beer Thirty Denison,POINT (-95.360162 42.012412),923 4th Avenue South,Denison
4194,Fareway Stores #848 / Newton,POINT (-93.052657 41.701453),120 N 3rd Ave E,Newton
2672,Hy-Vee / Winterset,POINT (-94.013482 41.342665),923 N  1st St,Winterset
5335,Expo Liquor,POINT (-90.506775 41.525308),1810 State Street,Bettendorf
4285,Fareway Stores #922 / New Hampton,POINT (-92.312904 43.058019),102 S Water Ave,New Hampton
5527,Liquor Downtown,POINT (-91.530181 41.657654),315 S Gilbert St,Iowa City
2509,Hy-Vee / Drugtown #1 / Cedar Rapids,POINT (-91.67706 41.962419),1520 6th St SW,Cedar Rapids
4313,Fareway Stores #940 / Atlantic,POINT (-95.014379 41.407927),301 Poplar St,Atlantic
4190,Fareway Stores #888 / Jefferson,POINT (-94.377667 42.026833),1207 N Elm St,Jefferson
3899,Wal-Mart 3762 / WDM,POINT (-93.795512 41.558107),6365 Stagecoach Dr,West Des Moines
2529,Hy-Vee Drugstore #4 / Cedar Rapids,POINT (-91.73337 41.968343),4825 Johnson Ave NW,Cedar Rapids
4746,Walgreens #05885 / Muscatine,POINT (-91.030382 41.44464),1703 Park Ave,Muscatine
4732,Walgreens #07967 / Clive,,15601 Hickman Rd,Clive
4684,Indy 66 #928 / Indianola,,1201 N Jefferson,Indianola
4708,No Frills Supermarkets #803 / Glenwood,POINT (-95.742987 41.04635),423 SHARP ST,Glenwood
4116,Lake View Foods,POINT (-95.051702 42.30568400000001),223 Main St,Lake View
4169,Super Quick 2 / Hubbell,,1824 Hubbell Ave,Des Moines
4300,Fareway Stores #625 / Oskaloosa,POINT (-92.648062 41.292614),311  3rd Ave W,Oskaloosa
4135,Fareway Stores #925 / Altoona,POINT (-93.458606 41.644082000000004),620 SE 8th St,Altoona
4319,Fareway Stores #703 / Humbolt,POINT (-94.233695 42.731879),1700 10th Avenue N,Humboldt
4104,Fareway Stores #491 / Mason City,POINT (-93.199494 43.155945),400 North Delaware Ave,Mason City
4073,"Uptown Liquor, Llc",POINT (-93.633306 43.261538),306 Hwy 69 South,Forest City
4733,Walgreens #03773 / Urbandale,POINT (-93.736543 41.644387),4600 86th St,Urbandale
5526,Randall's Stop N Shop,POINT (-92.45494 42.406565),320 5th St,Hudson
4051,Fareway Stores #639 / Maquoketa,POINT (-90.680623 42.067391),110 Westgate Dr,Maquoketa
4745,Walgreens #05042 / Cedar Rapids,POINT (-91.715363 41.963477),3325 16th Ave SW,Cedar Rapids
5125,Cash Saver  /  E Euclid Ave,POINT (-93.602851 41.627778),1320 E  Euclid Ave,Des Moines
4103,Fareway Stores #093 / Ames,POINT (-93.645008 42.057108),3619 Stange Rd,Ames
2545,Hy-Vee Drugstore / Iowa City,POINT (-91.528105 42.207428),310 N 1st St,Iowa City
3838,Schnucks / Bettendorf,POINT (-90.520013 41.539421),858 Middle Rd,Bettendorf
4709,Walgreens #12108 / Ames,POINT (-93.620635 42.048974),2719 Grand Ave,Ames
3790,Wal-Mart 0784 / Mt Pleasan,POINT (-91.539034 40.978416),1045 N Grand Ave,Mt Pleasant
5559,W-Mart,POINT (-90.55792100000001 41.5383),1205 & 1207 E Locust St,Davenport
4320,Fareway Stores #470 / Perry,POINT (-94.103123 41.838522),1315 Willis Ave,Perry
4027,Wal-Mart 1621 / Centerville,POINT (-92.867849 40.70856),23148 Hwy 5,Centerville
2601,Hy-Vee Food Store / Fairfield,POINT (-91.978702 41.006456),1300 West Burlington Ave,Fairfield
3776,Wal-Mart 5115 / Davenport,POINT (-90.620069 41.559268),3101 West Kimberly Rd,Davenport
3562,Wal-Mart 0797 / W Burlington,POINT (-91.158407 40.813125),324 West Agency Rd,West Burlington
5917,Urbandale Liquor,POINT (-93.705732 41.629411),6401 Douglas Ave STE 1,Urbandale
5187,Kwik Stop Liquor & Groceries Ames,POINT (-93.611773 42.026938),125 6th ST,Ames
5097,Fareway Stores #151 / Cedar Rapids,,3717 1st Ave SE,Cedar Rapids
5003,Famous Liquors,POINT (-90.615542 41.538186),2604 W Locust St,Davenport
4255,Fareway Stores #058 / Orange City,,512  8th SE,Orange City
3806,Target Store T-1901 / Wdm,POINT (-93.779823 41.559272),5405 Mills Civic Pkwy,West Des Moines
2178,Double D Liquor Store,POINT (-91.473634 43.262114),618 Rossville Road,Waukon
4162,Fareway Stores #963 / Cedar Rapids,POINT (-91.726726 41.963791),4220  16th Ave SW,Cedar Rapids
5734,Fareway Stores #193 / Tiffin,POINT (-91.657407 41.708639),500 Croell Avenue,Tiffin
3618,Wal-Mart 2716 / Cedar Rapids,POINT (-91.718042 41.949215),3601 29th Ave SW,Cedar Rapids
3993,New Star Liquor / W 4th S / Waterloo,,1625 West 4th St,Waterloo
4267,Main Street Market Of Anita,POINT (-94.765365 41.444887),735 Main St,Anita
4228,Fareway Stores #462 / Vinton,POINT (-92.025603 42.166166),501 A Ave,Vinton
3645,Wal-Mart 1764 / Windsor Heights,POINT (-93.716991 41.594787),1001  73rd St,Windsor Heights
4800,Walgreens #07968 / Des Moines,POINT (-93.596871 41.528203),6200 SE 14th St,Des Moines
5722,Petro Stop - Newton,POINT (-93.058352 41.690355),404 South 11th Avenue West,Newton
3830,Wal-Mart 1435 / Creston,POINT (-94.372786 41.047714),806 Laurel St,Creston
4136,Fareway Stores #983 / Grimes,,351 Gateway Dr,Grimes
5007,Brother's Market / Denver,POINT (-92.336297 42.66167),1022 Skylar St,Denver
5146,Fareway Stores #153  /  W Des Moines,POINT (-93.70689 41.58269000000001),329 Grand Ave,West Des Moines
5343,Frohlich's Super Valu,POINT (-94.676021 41.870861),403 Main St.,Coon Rapids
2658,Hy-Vee Food Store / Mount Ayr,POINT (-94.233185 40.711775),402 S Hayes St,Mount Ayr
4260,Fareway Stores #699 / Osceola,POINT (-93.765695 41.032474),215 S Main St,Osceola
3390,Okoboji Avenue Liquor,POINT (-95.149955 43.331525),1610 Okoboji Avenue,Milford
4678,Fareway Stores #124 / Adel,POINT (-94.01679600000001 41.61025),804 Nile Kinnick Dr,Adel
4153,Fareway Stores #067 / Evansdale,POINT (-92.287834 42.475631),215 S Evans Rd,Evansdale
3719,Wal-Mart 0581 / Marshalltown,POINT (-92.91231 42.012918),2802 S Center St,Marshalltown
4804,Walgreens #07833 / Des Moines,POINT (-93.664571 41.586323),3501 Ingersoll Ave,Des Moines
4798,Walgreens #05721 / Des Moines,POINT (-93.596913 41.55604),3140 SE 14th St,Des Moines
2700,Hy-Vee Dollar Fresh - Emmetsburg,POINT (-94.693454 43.111917),3402 Main Street,Emmetsburg
3943,Good and Quick Co,POINT (-93.464816 42.022781),519 Lincolnway,Nevada
2661,Hy-Vee Food Store / Sheldon,POINT (-95.831721 43.186038),1989 Park St,Sheldon
2594,Hy-Vee Food Store / Sioux City,POINT (-96.346969 42.447396),4500 Sergeant Road,Sioux City
2605,Hy-Vee Drugstore #5 / Cedar Rapids,POINT (-91.668919 42.034799),2001 Blairs Ferry Road NE,Cedar Rapids
3722,Wal-Mart 1361 / Sioux City,POINT (-96.36432 42.43609000000001),3400 Singing Hills Blvd,Sioux City
5252,Freeman Foods of North English,POINT (-92.166582 41.575084),"119, Main St",North English
2513,Hy-Vee Food Store #2 / Iowa City,,812  S 1st Ave,Iowa City
4163,Fareway Stores #461 / Storm Lake,POINT (-95.196856 42.646379),731 Seneca St,Storm Lake
3997,Wal-Mart 4606 / Osceola,POINT (-93.800214 41.024891000000004),2400 College Dr,Osceola
2527,Hy-Vee Food Store #5 / Des Moines,POINT (-93.602372 41.526289),1107 SE Army Post Rd,Des Moines
2673,Hy-Vee # 6/ Des Moines,POINT (-93.62245400000002 41.584842),420 Court Ave,Des Moines
4803,Walgreens #07453 / Des Moines,POINT (-93.617218 41.627683),104 E Euclid Ave,Des Moines
4204,Fareway Stores #025 / Clinton,POINT (-90.211315 41.860978),1350 11th St NW,Clinton
5126,Price Chopper  /  Merle Hay #1315,POINT (-93.697647 41.63740800000001),4343 Merle Hay Rd,Des Moines
2501,Hy-Vee  #2 / Ames,POINT (-93.619455 42.022848),640 Lincolnway,Ames
4202,Fareway Stores #829 / Sioux City,POINT (-96.354307 42.449933),4267 Sergeant Rd,Sioux City
5096,Walgreens #11710 / North Liberty,POINT (-91.606273 41.752793),625 Pacha Parkway,North Liberty
4973,Quillins Quality Foods West Union,POINT (-91.814402 42.965065),"303, Hwy 150 N",West Union
2596,Hy-Vee Ottumwa#2,POINT (-92.408085 41.049854),2453 North Court,Ottumwa
3756,Main Street Liquors / Manning,POINT (-95.065122 41.908573),316 Main St,Manning
2655,Hy-Vee Food Store / Clarinda,POINT (-95.037849 40.726808),1200 S 16TH ST,Clarinda
4700,J & C Grocery / Allison,POINT (-92.795137 42.753203),"306, N Main",Allison
4947,The Music Station,POINT (-92.462826 42.537839),1420 W First St,Cedar Falls
5600,H & A Mini Mart,POINT (-93.61947 41.600419),145 University Ave,Des Moines
2559,Hy-Vee Food Store / Albia,POINT (-92.810772 41.015469),301 Hwy. 34 West,Albia
4463,Casey's General Store #3031 / Garner,POINT (-93.603007 43.105833),145 Us Hwy 18 W,Garner
5135,Fareway Stores #155 / Huxley,,911 Hwy 69,Huxley
5685,Fareway Stores #190 / Cedar Falls,POINT (-92.445875 42.497359),4500 S Main St,Cedar Falls
2552,Hy-Vee Food Store #3 / Cedar Rapids,POINT (-91.658577 41.955859),20 Wilson Avenue West,Cedar Rapids
6041,Downtown Liquor / Iowa City,POINT (-91.530181 41.657654),315 S Gilbert St,Iowa City
5437,Great Pastimes,POINT (-91.183413 42.24013200000001),228 N Main St.,Monticello
5577,Rush Stop,POINT (-92.682538 43.061014),609 S Main St,Charles City
5140,A to Z Liquor,POINT (-95.55132 42.749013),114 South  2nd  St,Cherokee
4910,Prime Mart #3 / Waterloo,POINT (-92.322988 42.47658),1008 Laporte Rd,Waterloo
4268,Fareway Stores #531 / Algona,POINT (-94.214064 43.082782),1905 Highway 18 E,Algona
4402,KUM & GO #80 / RIVERSIDE,POINT (-91.555044 41.486572),1178 Enterprise Dr,Riverside
3705,Liquor Locker,,507 1st Ave #100,Rock Rapids
2714,Hy-Vee / Vinton,POINT (-92.037751 42.16218),911 S. K Ave,Vinton
4427,Kum & Go #507 / North Liberty,POINT (-91.636982 41.752948),610 N Kansas Ave,North Liberty
3698,Ingersoll Wine Merchants,POINT (-93.771159 41.590871),1300  50th St,West Des Moines
2535,Hy-Vee Food Store #1 / WDM,,1700 Valley West Dr,West Des Moines
5623,Easygo,POINT (-93.654227 41.584417),2723 Grand Ave,Des Moines
4083,Fareway Stores #909 / Ankeny,POINT (-93.59949600000002 41.702811),109 SE Oralabor Rd,Ankeny
5179,Baxter Family Market,POINT (-93.151465 41.826715),"103, N  Main St",Baxter
5708,Brothers Market,POINT (-91.831646 41.881618),103 W. Walnut,Williamsburg
2846,CVS Pharmacy #8443 / Cedar Rapids,POINT (-91.716615 41.963516),3419 16th Ave SW,Cedar Rapids
5435,Junction Liquor,POINT (-95.477367 43.184821),"10 3rd St. NW, Ste B",Hartley
4805,Liquor Tobacco & Grocery / Fort Dodge,POINT (-94.186138 42.506332),902 1st Ave N,Fort Dodge
4102,Fareway Stores #386 / Ames,POINT (-93.615428 42.027426),619 Burnett Ave,Ames
4232,"Elliott's General Store,",POINT (-92.834054 40.892417),23828 Hwy J18,Moravia
5828,Cenex - Hampton,POINT (-93.202491 42.741445),4 4th Street SE,Hampton
3881,7 Rayos Liquor Store,POINT (-92.9104 42.049166),120 E Main St,Marshalltown
4146,Fareway Stores #561 / Waverly,POINT (-92.473476 42.725748),220 W Bremer Ave,Waverly
4230,Fareway Stores #106 / Clive,POINT (-93.756489 41.600511),10151 University Ave,Clive
5734,Fareway #193,POINT (-91.657407 41.708639),500 Croell Avenue,Tiffin
2612,Hy-Vee Store / Perry,POINT (-94.104501 41.830292),1215  141 St,Perry
5151,IDA Liquor,,"500, Hwy 175",Ida Grove
5080,C's Liquor Store,POINT (-95.147741 43.14521),719 2nd Ave W,Spencer
5029,The Liquor Stop LLC,POINT (-90.57611300000002 41.574536),"211, W 53rd St",Davenport
5210,Ding's Honk'n Holler,POINT (-95.027238 40.739231),"900, E  Washington  St",Clarinda
4719,Walgreens #06677 / West Des Moines,POINT (-93.770018 41.559128),4900 Mills Civic Pkwy,West Des Moines
3678,"Smoke Shop, The",POINT (-93.597011 41.570844),1918 SE 14th St,Des Moines
2597,Hy-Vee Food Store / Cherokee,POINT (-95.552585 42.765259),1300 N. Second,Cherokee
5543,Casey's General Store #2541 / Bedford,POINT (-94.721407 40.66762),608 Madison,Bedford
4856,Brothers Market / Lisbon,POINT (-91.401062 41.918663),930 Commercial St,Lisbon
4466,THE PUMPER,POINT (-91.80894 42.844438),515 W Water St,Fayette
3744,Randy's Neighborhood Market / Dyersville,POINT (-91.115769 42.470204),733 16th Ave SE,Dyersville
5684,Five Corners Liquor & Wine,POINT (-92.436845 42.5214),809 E 18th St,Cedar Falls
5663,Lake View Redemption & Liquor Store,POINT (-95.051539 42.307764000000006),502 5th St,Lake View
5646,Iowa Smoke and Liquor,POINT (-91.655473 41.921351),70 Kirkwood Court SW,Cedar Rapids
4000,Foodland Super Markets / Woodbine,POINT (-95.702814 41.737038),62 5th St,Woodbine
4725,Casey's General Store #1548 / Ankeny,POINT (-93.638498 41.731708),2905 W  1st St,Ankeny
2843,CVS Pharmacy #8526 / Cedar Rapids,POINT (-91.665139 42.020729),4116 Center Pointe Rd,Cedar Rapids
5890,Westside Houser Mart / Muscatine,POINT (-91.079296 41.436426),2201 Houser St,Muscatine
3829,Gary's Foods / Mt Vernon,POINT (-91.422487 41.916708),715  1st Ave S,Mount Vernon
2549,Hy-Vee Food Store / Indianola,,910 N Jefferson,Indianola
3045,Britt Food Center,POINT (-93.801917 43.098696),8 2nd St NW,Britt
2618,Hy-Vee Drugstore #6 / Cedar Rapids,POINT (-91.63913 42.04671),505 Boyson Rd NE,Cedar Rapids
4159,Fareway Stores #073 / Council Bluffs,POINT (-95.81799100000002 41.280084),310 Mckenzie Ave,Council Bluffs
4107,Fareway Stores #384 / Boone,POINT (-93.867439 42.037347),1711 Hawkeye Dr,Boone
4877,World Liquor & Tobacco,POINT (-93.736232 41.607853),1775 NW 86th St,Clive
5075,Pronto Market  / New Sharon,POINT (-92.651525 41.468516),"202, S Main St",New Sharon
3829,Gary's Foods / Mt Vernon,,715  1st Ave S,Mount Vernon
5106,Randy's Neighborhood Market,POINT (-90.540132 41.825139),622 10th  St,DeWitt
5447,New Star / Raymond,,101 Comerical Street,Raymond
4197,Fareway Stores #014 / Sergeant Bluff,POINT (-96.353078 42.400504),700  1st St,Sergeant Bluff
4147,Fareway Stores #974 / Cedar Falls,POINT (-92.474689 42.539076),214 N Magnolia Dr,Cedar Falls
3732,North Scott Foods,POINT (-90.577311 41.654695000000004),425 E Leclaire Rd,Eldridge
5082,Casey's General Store #2365 / Atlant,POINT (-95.028377 41.401381),911 SW 7th St,Atlantic
4602,Cheap Smokes / Beer City,POINT (-95.822983 41.041739),58231 190th St,Pacific Junction
2684,Hy-Vee - Forest City,POINT (-93.63235 43.266826),315 HWY 69 North,Forest City
5333,Fareway Stores #166/ Anamosa,POINT (-91.281344 42.108275),402 E Main,Anamosa
5017,Lansing IGA,POINT (-91.219222 43.36182),417 Main St,Lansing
4539,Casey's General Store #40 / Scranton,POINT (-94.551577 42.02248),900 Locust St,Scranton
5635,"Brew, Gas, Coffee, Spirit, Cigaratte",POINT (-95.785271 42.482223),404  11th St,Correctionville
3565,Hartig Drug Store #10 / Iowa City,POINT (-91.574025 41.651984),701 Mormon Trek Blvd,Iowa City
4148,Fareway Stores #479 / Independence,POINT (-91.890284 42.455804),1400 3rd Ave SE,Independence
5901,Le Claire Grocery Store,POINT (-90.343743 41.602962),536 N Cody Rd,Le Claire
3514,Karen's Spirits and Wine,POINT (-94.192501 42.502311),328  2nd Ave S,Fort Dodge
5957,"Liquor, Tobacco & Grocery / Dubuque",POINT (-90.668277 42.511477),1998 Jackson St,Dubuque
4787,380BP / Swisher,POINT (-91.664592 41.847894),2722 NE 120th St,Swisher
5873,West D Liquors,POINT (-93.772974 41.572144),5014 EP True Pkwy,West Des Moines
4945,Osage Liquors,POINT (-92.814028 43.284116),"508, Main St",Osage
3822,The Secret Cellar,POINT (-91.646067 41.847398),1205 Curtis Br Rd NE,Shueyville
5362,Crossroads Wine & Spirits LLC,POINT (-95.602969 41.854728),117 Iowa Ave,Dunlap
4972,Quillins Quality Foods Monona,POINT (-91.389805 43.044875),808 S Main St,Monona
2523,Hy-Vee Food Store / Centerville,POINT (-92.867967 40.737577),609 N 18th,Centerville
5954,Old 34 Gas & Grill / Danville,,305 E Hwy 34,Danville
4253,Fareway Stores #683 / Winterset,POINT (-94.022239 41.344866),719 W Hwy 92,Winterset
5906,Polk City Liquor,,201 N 3rd St  STE A and B,Polk City
4971,Fareway Stores #138 / Pleasant Hill,POINT (-93.505732 41.599274),"5500, E University Ave",Pleasant Hill
5443,1st Stop Beverage Shop,POINT (-93.561517 41.600476),2839 East University Ave.,Des Moines
5448,Fareway Stores #177/ Fort Madison,POINT (-91.33056 40.630216),1820 Avenue H,Fort Madison
4904,Larchwood Quick Stop,POINT (-96.43415 43.45255),832 Broadway St,Larchwood
5176,Smokin' Joe's #15 Tobacco and Liquor Outlet,POINT (-91.715903 41.97805),455 Edgewood Rd NW,Cedar Rapids
5065,Circle S Gordon Drive,POINT (-96.376341 42.489845),2520 Gordon Dr,Sioux City
4229,Fareway Stores #790 / Harlan,POINT (-95.339845 41.650132),1910  23rd St,Harlan
5907,Martelle Store,POINT (-91.360942 42.020146),400 S. Military St,Martelle
2588,Hy-Vee Food and Drug #6 / Cedar Rapids,POINT (-91.60978 41.976835),4035 Mt Vernon Rd SE,Cedar Rapids
2233,Forbes Liquor Locker / remi,POINT (-95.126786 43.416433),2508 Enterprise Ave,Spirit Lake
4160,Fareway Stores #034 / Iowa City,POINT (-91.48043 41.629617),2765 Commerce Dr,Iowa City
4273,Smokin' Joe's #4 Tobacco and Liquor Outlet,POINT (-93.562106 41.600564),2800 E University Ave,Des Moines
5903,Hot Spot Food and Liquor / Burlington,POINT (-91.112635 40.825513),1618 Osborn St,Burlington
3858,Harolds Jack N Jill / Davenport,POINT (-90.609747 41.589369),6723 NW Blvd Unit 2,Davenport
4346,Roy's Foodland,POINT (-91.869285 42.094155),105 Pearl St,Shellsburg
5709,JW Liquor,,4518 Mortonsen Street Suite #109,Ames
5678,Save More / Davenport,POINT (-90.568875 41.538264),405 E Locust St,Davenport
