store_number,store_name,store_location,address,city
2701,Hy-Vee Fast and Fresh / Storm Lake,POINT (-95.200757 42.653759),1260 Lake Ave N,Storm Lake
2693,Hy-Vee Fast & Fresh Express / Creston,POINT (-94.372552 41.051462),600 Sheldon Street Ste A,Creston
5175,Kwik Stop Delhi,POINT (-91.330807 42.430058),"502, 3rd  St",Delhi
5756,Casey's General Store #1577 / Albia,POINT (-92.807138 41.028759),122 N Main St,Albia
5774,Casey's General Store #2185 / Manchester,,1305 W Commercial St,Manchester
5024,Hawkeye Convenience Stores / Wiley,POINT (-91.725833 41.956133),2330 Wiley Blvd SW,Cedar Rapids
5473,Neighborhood Tobacco Outlet / Marion,POINT (-91.585363 42.033257),2500 7th Ave,Marion
6033,Casey's General Store #2477 / Le Mars,POINT (-96.173748 42.791494),101 5th Ave SW,Le Mars
5921,Casey's General Store #2099 / Clive,POINT (-93.800252 41.614394),2250 Woodlands Pkwy,Clive
5987,Casey's General Store #2479 / North Liberty,POINT (-91.608139 41.744933),625 W. Zeller St,North Liberty
5535,Casey's General Store #2097 / Indianola,POINT (-93.574611 41.357751),1006 W 2nd Ave,Indianola
9010,Broadbent Distillery,POINT (-93.712272 41.436457),6175 50th Ave,Norwalk
5306,Fas Mart # 5159/ Dubuque,POINT (-90.67095200000001 42.512915),2175 Central Avenue,Dubuque
5948,Old Marion Rd BP / Cedar Rapids,POINT (-91.651921 42.020655000000005),1120 Old Marion Rd,Cedar Rapids
5288,Yesway Store # 10016/ Fort Dodge,,1601 5th Ave,Fort Dodge
2692,Hy-Vee Fast & Fresh Express -Osceloa,POINT (-93.773044 41.030573),518 West McLane Street,Osceola
5156,Casey's General Store #1020  / Le Cl,POINT (-90.358124 41.59863),"210, Jones St",Le Claire
5296,Yesway Store # 10021/ Webster City,POINT (-93.831461 42.469524),1102 2nd St,Webster City
5221,Gasland Express / Corydon,POINT (-93.32005200000002 40.757173),"214, W Jefferson St",Corydon
4447,QUIK TRIP #567 / URBANDALE,POINT (-93.755433 41.62945),9915 Douglas Ave,Urbandale
4798,Walgreens #05721 / Des Moines,POINT (-93.596914 41.555952),3140 SE 14th St,Des Moines
4718,Walgreens #06623 / West Des Moines,POINT (-93.736119 41.59759100000001),1660 22nd St,West Des Moines
5565,Casey's General Store #2896 / Ankeny,POINT (-93.616799 41.746362),1310 NW 18th St,Ankeny
5889,Super Quick Liquor / WDM,POINT (-93.736155 41.59905),1800 22nd St,West Des Moines
4608,Casey's General Store #2096 / Counci,POINT (-95.85248 41.23931),"510, 23rd Ave",Council Bluffs
2680,Hy-Vee Fulfillment Center,POINT (-93.736458 41.624917),"3303 86th Street, Suite B",Urbandale
9041,S&B Farmstead Distillery,POINT (-94.215446 43.292947),212 E Ramsey St.,Bancroft
5947,Johnson Ave BP / Cedar Rapids,,4830 Johnson Ave,Cedar Rapids
6042,Countryside Market / Minden,POINT (-95.541701 41.466967),300 Main St,Minden
2717,Hy-Vee Gase #5018 / Ames,POINT (-93.619129 42.02285),636 Lincoln Way,Ames
5521,Casey's General Store #3640 / Waukee,,870 NE Alice's Rd,Waukee
2689,Hy-Vee C-Store - Douglas,POINT (-93.736825 41.629429),8607 Douglas Ave,Urbandale
4419,Kum & Go #4 / Lamoni,POINT (-93.896683 40.623617),2091 E Main St,Lamoni
5350,Casey's General Store # 3562/ Marion,POINT (-91.621476 42.033646),680 Lindale Dr.,Marion
5405,Yesway Store # 10026/ Mason City,POINT (-91.607454 41.700517),2600 Holiday Rd,Coralville
5214,Fas Mart #5148 / Cedar Rapids,POINT (-91.676433 41.956073),550 Wilson Ave SW,Cedar Rapids
9038,Templeton Distilling LLC,POINT (-94.936366 41.917072),209 E 3rd St,Templeton
5732,Beecher Co Inc,POINT (-90.696886 42.500775000000004),1691 Asbury Road,Dubuque
5862,Southgate Expresse - Ames,POINT (-93.610821 42.000991),110 Airport Road,Ames
4195,Fareway Stores #792 / Toledo,,1005 S County Line Rd,Toledo
4388,QUIK TRIP #566 / CLIVE,POINT (-93.782182 41.600513),11925 University Ave,Clive
4778,Casey's General Store #3030 / Storm Lake,POINT (-95.190566 42.646522),825 Fundt Dr,Storm Lake
5218,Gasland Express / Chariton,POINT (-93.327017 41.014576),"2130, Court Ave",Chariton
5638,Casey's General Store #3757 / Ida Grove,POINT (-95.46646700000001 42.349577),401 E HWY 175,Ida Grove
4555,Casey's General Store #2614 / Donnellson,,201 Madison Ave,Donnellson
3385,Sam's Club 8162 / Cedar Rapids,POINT (-91.679599 42.034739),2605 Blairs Ferry Rd NE,Cedar Rapids
5161,Ameristar Casino Council Bluffs Gift,POINT (-95.909384 41.242291),"2200, River Road, Gift Shop",Council Bluffs
5614,Liberty View Wine and Spirits,POINT (-91.62235 41.752253),595 Country Ln,North Liberty
